,Coeficiente,Erro Padrão,Estatística t,Valor p,IC 95% (Inferior),IC 95% (Superior)
const,6.841318438818098,0.1263842930266889,54.131081283758874,2.8262791416859946e-53,6.588597425709019,7.094039451927176
ln_capital_per_capita,0.19104060164883563,0.014892857118840901,12.827666318449456,5.651436732909244e-19,0.16126049330604159,0.22082070999162967
ln_education,0.4733704623157522,0.02066634210469641,22.905382090243204,1.1749790563680163e-31,0.4320455572276273,0.5146953674038771
